;customer_id;country;gender;age;purchase_amount;payment
7434;7435;France;Female;33;70.83;paypal
7435;7436;France;Male;44000;125.31;cb
7436;7437;USA;Male;58;126.16;cb
7437;7438;USA;Male;27;22.24;paypal
7438;7439;France;Male;40;65.58;cb
7439;7440;France;Female;60;69.77;cb
7440;7441;USA;Female;45;115.99;paypal
7441;7442;USA;Female;28;51.43;cb
7442;7443;USA;Female;18;106.48;cb
7443;7444;France;Female;27;88.68;paypal
7444;7445;France;Male;40;89.06;cash
7445;7446;USA;Male;42;99.8;paypal
7446;7447;France;Female;30;34.85;cash
7447;7448;USA;Female;26;125.82;cb
7448;7449;France;Male;26;108.69;paypal
7449;7450;USA;Male;40;42.97;paypal
7450;7451;USA;Male;57;31.45;cb
7451;7452;USA;Female;52;109.69;cb
7452;7453;France;Male;39;106.6;cash
7453;7454;USA;Female;58;107.05;cash
7454;7455;USA;Male;30;23.18;cash
7455;7456;France;Male;47;33.65;cash
7456;7457;France;Male;35;92.69;cash
7457;7458;USA;Female;19;38.76;cb
7458;7459;USA;Male;36;124.03;cb
7459;7460;USA;Male;15;34.82;cb
7460;7461;USA;Male;36;66.23;paypal
7461;7462;USA;Male;22;91.91;paypal
7462;7463;France;Male;29;30.46;paypal
7463;7464;France;Male;39;86.74;cash
7464;7465;France;Male;58;133.29;cb
7465;7466;USA;Male;40;80.58;paypal
7466;7467;USA;Female;58;52.7;cash
7467;7468;France;Female;23;123.78;paypal
7468;7469;USA;Female;17;146.07;cash
7469;7470;USA;Male;46;122.56;paypal
7470;7471;USA;Female;45;115.93;paypal
7471;7472;France;Female;16;122.04;cb
7472;7473;USA;Male;18;71.26;cb
7473;7474;USA;Male;29;58.31;cash
7474;7475;USA;Female;27;131.27;cash
7475;7476;France;Male;37;112.43;cb
7476;7477;USA;Female;37;102.79;cb
7477;7478;USA;Male;57;90.86;cb
7478;7479;USA;Male;22;45.29;cash
7479;7480;USA;Female;16;87.06;cb
7480;7481;France;Male;50;111.96;cb
7481;7482;USA;Male;22;78.83;paypal
7482;7483;France;Female;53;28.72;paypal
7483;7484;USA;Male;38;82.55;cash
7484;7485;USA;Male;31;52.76;cb
7485;7486;USA;Male;55;97.42;cash
7486;7487;France;Female;54;27.99;cash
7487;7488;France;Female;41;113.74;paypal
7488;7489;France;Female;45;39.6;paypal
7489;7490;USA;Male;60;135.4;paypal
7490;7491;France;Male;36;131.83;cash
7491;7492;France;Male;53;61.94;paypal
7492;7493;USA;Male;54;128.16;cash
7493;7494;USA;Male;53;107.69;cb
7494;7495;USA;Male;20;121.91;paypal
7495;7496;USA;Male;45;61.13;cash
7496;7497;France;Female;54;26.01;cash
7497;7498;France;Male;16;66.05;cash
7498;7499;USA;Male;19;97.83;cash
7499;7500;USA;Male;56;40.54;cb
7500;7501;USA;Female;36;87.98;paypal
7501;7502;France;Female;37;115.11;cash
7502;7503;USA;Male;37;139.15;paypal
7503;7504;USA;Female;54;118.58;cb
7504;7505;USA;Female;34;124.54;cash
7505;7506;France;Male;15;71.92;cb
7506;7507;France;Male;47;47.23;paypal
7507;7508;USA;Male;50;37.98;cash
7508;7509;USA;Male;40;20.16;cash
7509;7510;USA;Male;37;98.61;cash
7510;7511;USA;Female;38;142.82;cash
7511;7512;France;Female;37;135.72;cb
7512;7513;USA;Female;55;58.4;cash
7513;7514;France;Male;54;108.12;paypal
7514;7515;USA;Female;51;115.27;paypal
7515;7516;70.0;Male;45;50.46;cb
7516;7517;USA;Female;29;39.39;cb
7517;7518;USA;Male;57;86.92;paypal
7518;7519;USA;Female;48;23.25;cash
7519;7520;USA;Female;20;33.73;cash
7520;7521;USA;Male;40;126.71;cb
7521;7522;France;Male;38;107.03;cb
7522;7523;France;Female;54;26.52;cash
7523;7524;France;Male;16;117.54;cb
7524;7525;USA;Male;57;132.12;cb
7525;7526;France;Male;42;127.14;cash
7526;7527;USA;Female;15;126.04;cash
7527;7528;France;Male;23;88.67;cb
7528;7529;France;Female;27;97.46;cb
7529;7530;France;Female;47;51.8;paypal
7530;7531;France;Male;38;88.5;cb
7531;7532;USA;Male;43;146.9;paypal
7532;7533;USA;Male;32;52.64;paypal
7533;7534;France;Female;43;75.1;cb
7534;7535;France;Male;27;72.74;paypal
7535;7536;USA;Male;29;73.16;cb
7536;7537;France;Male;36;144.72;paypal
7537;7538;USA;Male;27;28.55;cb
7538;;France;Female;51;25.97;paypal
7539;7540;USA;Male;19;126.07;cb
7540;7541;France;Male;25;23.55;paypal
7541;7542;France;Male;41;82.89;cash
7542;7543;85.0;Female;19;92.4;paypal
7543;7544;France;Male;27;44.38;cash
7544;7545;France;Male;53;37.94;cash
7545;7546;USA;Male;27;104.15;cash
7546;7547;France;Male;36;101.09;paypal
7547;7548;USA;Female;30;120.84;paypal
7548;7549;USA;Female;35;138.99;cb
7549;7550;USA;Male;21;108.84;cash
7550;7551;France;Female;53;84.94;cash
7551;7552;France;Female;43;93.42;cash
7552;7553;USA;Female;45;129.09;cb
7553;7554;France;Male;34;111.67;cash
7554;7555;France;Male;45;79.97;paypal
7555;7556;France;Female;15;111.03;paypal
7556;7557;France;Male;20;112.38;cb
7557;7558;USA;Female;49;143.15;cb
7558;7559;USA;Male;26;108.87;cb
7559;7560;USA;Male;;106.37;paypal
7560;7561;USA;Female;24;59.98;cash
7561;7562;France;Male;30;132.27;cb
7562;7563;USA;Male;38;52.06;paypal
7563;7564;USA;Male;43;34.89;cb
7564;7565;France;Male;26;66.6;cb
7565;7566;France;Male;46;76.78;cash
7566;7567;USA;Female;51;51.63;cb
7567;7568;USA;Female;24;61.07;paypal
7568;7569;USA;Male;21;128.16;cb
7569;7570;USA;Female;34;92.27;cash
7570;7571;France;Male;35;63.18;paypal
7571;7572;France;Male;55;;cash
7572;7573;USA;Female;56;58.39;99.0
7573;7574;France;Female;20;128.74;cb
7574;7575;ASU;Female;16;137.54;cb
7575;7576;USA;Female;47;108.06;cb
7576;7577;USA;Male;35;59.04;cb
7577;7578;USA;Female;37;100.62;paypal
7578;7579;France;Female;48;136.67;paypal
7579;7580;France;Male;25;99.07;cb
7580;7581;USA;Male;44;136.59;cb
7581;7582;USA;Female;59;28.74;paypal
7582;7583;France;Male;36;54.18;paypal
7583;7584;USA;Male;58;82.16;cash
7584;7585;France;Female;37;68.71;cb
7585;7586;France;Male;51;21.71;cash
7586;7587;France;Female;46;128.18;cb
7587;7588;France;Male;27;34.14;cb
7588;7589;USA;Male;18;57.98;cash
7589;7590;France;Female;57;76.62;cash
7590;7591;France;Male;30;116.81;paypal
7591;7592;France;Male;48;76.21;cash
7592;7593;France;Male;46;93.9;paypal
7593;7594;France;Female;31;100.74;cb
7594;7595;France;Female;47;21.6;paypal
7595;7596;USA;Female;31;67.64;cb
7596;7597;France;Male;18;114.23;cash
7597;7598;France;Female;27;37.96;cb
7598;7599;France;Female;58;58.83;paypal
7599;7600;USA;Male;;23.81;cb
7600;7601;France;Male;44;124.45;cb
7601;7602;USA;Male;34;66.46;cash
7602;7603;USA;Male;57;39.41;112.0
7603;7604;USA;Female;54;64.82;cash
7604;7605;France;Female;57;95.53;paypal
7605;7606;France;Male;24;94.34;cb
7606;7607;USA;Male;34;117.72;paypal
7607;7608;France;Male;56;33.97;paypal
7608;7609;France;Female;52;105.88;cb
7609;7610;USA;Female;24;41.45;paypal
7610;7611;USA;Female;17;148.29;cash
7611;7612;France;Male;53;117.67;cb
7612;7613;USA;Male;56;93.59;cash
7613;7614;USA;Female;41;144.96;cb
7614;7615;France;Male;28;76.69;paypal
7615;7616;USA;Male;19;110.72;paypal
7616;7617;France;Male;57;47.59;paypal
7617;7618;USA;Female;22;34.89;cb
7618;7619;France;Female;50;104.25;cash
7619;7620;USA;Male;20;68.41;cb
7620;7621;USA;Male;32;130.88;paypal
7621;7622;France;Male;31;33.13;cb
7622;7623;France;Female;49;127.53;cash
7623;7624;USA;Female;36;102.52;cash
7624;7625;France;Female;42;31.83;cash
7625;7626;France;Female;32;88.16;cash
7626;7627;USA;Female;50;61.21;cash
7627;7628;France;Male;17;82.63;cash
7628;7629;USA;Male;37;29.34;paypal
7629;7630;USA;Male;23;37.86;cb
7630;7631;USA;Female;20;73.24;cb
7631;7632;USA;Male;21;87.69;paypal
7632;7633;France;Male;15;74.77;cash
7633;7634;France;Male;18;115310.0;cb
7634;7635;USA;Male;37;21.9;cb
7635;7636;France;Male;21;93.06;paypal
7636;7637;USA;Male;40;113.47;paypal
7637;7638;France;Female;59;115.03;paypal
7638;7639;France;Male;48;115.93;cash
7639;7640;USA;Male;35;127.75;cb
7640;7641;France;Male;46;137.25;cash
7641;7642;USA;Female;31;146.72;cb
7642;7643;USA;Female;39;119.15;cash
7643;7644;USA;Female;42;105.31;paypal
7644;7645;France;Male;33;129.88;paypal
7645;7646;USA;Female;24;30.85;cb
7646;7647;USA;Female;39;128.08;cb
7647;7648;France;Female;41;139.3;cash
7648;7649;France;Female;23;94.84;paypal
7649;7650;USA;Female;60;94.89;cb
7650;7651;France;Female;17;78.49;cash
7651;7652;France;Female;26;41.98;paypal
7652;7653;USA;Male;50;36.31;cb
7653;7654;USA;Male;40;28.14;cb
7654;7655;USA;Female;59;93.83;cb
7655;7656;USA;Male;52;54.01;paypal
7656;7657;France;Male;24;93.57;cash
7657;7658;France;Female;57;110.82;cash
7658;7659;USA;Male;54;87.52;paypal
7659;7660;France;Male;21;53.42;paypal
7660;7661;France;Male;57;109.98;paypal
7661;7662;France;Male;60;21.94;paypal
7662;7663;France;Female;55;68.17;cash
7663;7664;France;Male;55;56.65;cash
7664;7665;USA;Female;19;147.56;cb
7665;7666;France;Female;42;67.83;paypal
7666;7667;USA;Male;28;36.38;cash
7667;7668;France;Female;52;66.89;cb
7668;7669;France;Male;22;91.43;cb
7669;7670;France;Female;26;128.02;cash
7670;7671;USA;Male;24;59.35;paypal
7671;7672;France;Female;42;46.85;cb
7672;7673;USA;Female;43;36.76;cash
7673;7674;USA;Male;19;127.73;paypal
7674;7675;USA;Male;43;37.31;paypal
7675;7676;USA;Male;32;25.07;paypal
7676;7677;France;Male;20;101.27;cb
7677;7678;France;Male;41;56.83;paypal
7678;7679;USA;Female;27;65.48;cash
7679;7680;USA;Male;42;77.11;cash
7680;7681;ecnarF;Male;46;73.84;cb
7681;7682;France;Female;41;119.33;paypal
7682;7683;France;Female;49;41.21;cb
7683;7684;France;Male;26;86.6;cash
7684;7685;France;Female;32;67.43;cash
7685;7686;France;Female;52;37.24;paypal
7686;7687;USA;Female;25;50.17;paypal
7687;7688;France;Male;42;83.78;cash
7688;7689;USA;Male;33;139.65;paypal
7689;7690;France;Female;33;26.73;cash
7690;7691;France;Female;19;134.59;cash
7691;7692;France;Male;44;117.72;cb
7692;7693;France;Female;26;71.14;paypal
7693;7694;USA;Female;16;123.77;cb
7694;7695;USA;Male;49;70.13;cb
7695;7696;France;Male;30;149.88;cash
7696;7697;France;Male;21;146.18;paypal
7697;7698;France;Male;18;22.77;cb
7698;7699;USA;Female;17;147.63;paypal
7699;7700;USA;Male;49;64.92;cash
7700;7701;USA;Male;34;142.75;cb
7701;7702;France;Male;46;37.07;cash
7702;7703;USA;Male;52;40.67;cash
7703;7704;USA;Male;49;95.63;cb
7704;7705;USA;Male;34;57.43;cash
7705;7706;France;Female;26;119.82;paypal
7706;7707;USA;Male;20;140.13;cb
7707;7708;France;Female;25;39.87;cb
7708;7709;USA;Female;32;69.61;cash
7709;7710;USA;Female;56;77.43;99.0
7710;7711;;Female;29;35.6;cb
7711;7712;USA;Female;55;112.62;cash
7712;7713;USA;Female;16;47.45;paypal
7713;7714;USA;Male;26;117.14;paypal
7714;7715;France;Male;38;65.24;paypal
7715;7716;USA;Female;55;57.89;cash
7716;7717;France;Male;30;95.19;paypal
7717;7718;USA;Male;15;53.57;cash
7718;7719;France;Male;26;145.96;paypal
7719;7720;France;Male;20;136.98;cash
7720;7721;France;Female;48;45.11;paypal
7721;7722;USA;Female;25;22.67;paypal
7722;7723;USA;Female;51;122.28;paypal
7723;7724;USA;Male;33;131.02;paypal
7724;7725;USA;Female;25;113.78;cash
7725;7726;USA;Male;26;129.53;cb
7726;7727;USA;Female;27;115.04;paypal
7727;7728;USA;Female;38;84.28;cb
7728;7729;USA;Male;33;103.62;cb
7729;7730;USA;Male;31;74.15;cash
7730;7731;France;Female;27;142.23;cash
7731;7732;USA;Male;19;143.99;cash
7732;7733;USA;Female;54;49.82;cash
7733;7734;USA;Male;59;30.12;cb
7734;7735;USA;Male;43;55.61;paypal
7735;7736;France;Female;33;90.27;cash
7736;7737;France;Male;32;56.47;paypal
7737;7738;USA;Male;51;140.02;cash
7738;7739;USA;Female;58;30.92;paypal
7739;7740;France;Male;54;132.28;paypal
7740;7741;USA;Female;23;33.01;cash
7741;7742;France;Female;45;125.04;cash
7742;7743;USA;Male;53;98.58;cash
7743;7744;USA;Male;51;92.82;cb
7744;7745;USA;Female;15;112.86;cash
7745;7746;France;Female;58;135.85;paypal
7746;7747;France;Male;60;110.92;paypal
7747;7748;France;Male;15;48.94;cash
7748;7749;France;Female;33;25.33;cash
7749;7750;France;Female;30;125.97;paypal
7750;7751;France;Male;55;22.52;paypal
7751;7752;France;Female;24;91.92;cash
7752;7753;USA;Male;51;34.35;cb
7753;7754;France;Male;20;96.51;cash
7754;7755;France;Male;39;135.42;cash
7755;7756;France;Male;36;87.77;cash
7756;7757;France;Female;50;28.44;cash
7757;7758;USA;Male;49;49.78;paypal
7758;7759;USA;Male;39;123.96;cash
7759;7760;France;Female;27;65.98;cb
7760;7761;France;Male;49;22.85;cash
7761;7762;USA;Female;24;145.42;paypal
7762;7763;USA;Male;44;84.6;paypal
7763;7764;France;Female;28;43.77;cb
7764;7765;France;Female;22;148.13;cb
7765;7766;USA;Male;32;115.67;paypal
7766;7767;France;Male;24;133.16;paypal
7767;7768;France;Female;58;128.82;cb
7768;7769;USA;Male;17;38.51;cash
7769;7770;USA;Female;31;143.96;paypal
7770;7771;USA;Male;18;30.29;cash
7771;7772;USA;Male;48;46.78;cash
7772;7773;France;Male;32;30.58;cash
7773;7774;USA;Female;37;146.49;paypal
7774;7775;France;Male;16;84.72;cash
7775;7776;USA;Female;27;124.22;cash
7776;7777;USA;Male;49;100.24;cash
7777;7778;USA;Male;60;21.6;cash
7778;7779;USA;Male;30;119.59;paypal
7779;7780;USA;Female;32;112.08;paypal
7780;7781;France;Female;38;87.54;cash
7781;7782;France;Female;50;89.62;paypal
7782;7783;USA;Male;28;42.14;cash
7783;7784;France;Female;29;51.52;paypal
7784;7785;France;Female;42;33.61;cb
7785;7786;USA;Female;46;70.24;cash
7786;7787;USA;Male;58;64.55;cb
7787;7788;USA;Female;35;57.71;cb
7788;7789;France;Female;58;63.44;cb
7789;7790;France;Male;25;112.31;cb
7790;7791;USA;Female;51;86.36;cash
7791;7792;France;Female;31;106.16;cb
7792;7793;France;Male;26;97.06;paypal
7793;7794;USA;Male;25;133.51;cb
7794;7795;USA;Male;58;32.32;paypal
7795;7796;France;Male;45;62.08;cash
7796;7797;USA;Female;48;101.93;cb
7797;7798;France;Female;48;82.72;cb
7798;7799;France;Female;31;73.75;cash
7799;7800;USA;Male;35;27.71;cb
7800;7801;USA;Male;17;141.39;cash
7801;7802;France;Female;18;49.63;cb
7802;7803;France;Female;46;26.65;paypal
7803;7804;USA;Male;44;30.33;cb
7804;7805;USA;Female;25;65.38;cb
7805;7806;USA;Female;54;88.8;cash
7806;7807;USA;Male;45;139.05;paypal
7807;7808000;France;Female;56;29.82;cash
7808;7809;France;Male;48;43.13;cb
7809;7810;USA;Male;16;81.28;cb
7810;7811;USA;Female;50;109.93;cash
7811;7812;USA;Male;24;38.34;cash
7812;7813;USA;elameF;29;63.64;cb
7813;7814;France;Female;43;101.06;cash
7814;7815;France;Male;56;44.74;paypal
7815;7816;USA;Male;45;56.96;paypal
7816;7817;France;Female;48;114.35;paypal
7817;7818;USA;Female;30;24.85;paypal
7818;7819;USA;Male;28;54.96;paypal
7819;7820;USA;Female;42;102.62;cb
7820;7821;France;Female;56;34.16;cb
7821;7822;France;Male;22;24.02;cash
7822;7823;France;Female;28;;cash
7823;7824;France;Male;56;128.96;paypal
7824;7825;USA;Male;50;122.06;cb
7825;7826;USA;Male;58;140.76;cash
7826;7827;France;Female;18;88.95;cash
7827;7828;USA;Male;19;27.28;cash
7828;7829;France;Male;18;122.55;cb
7829;7830;France;Male;32;36.99;cb
7830;7831;France;Male;56;95.71;cb
7831;7832;USA;Female;52;112.71;cash
7832;7833;France;Female;51;79.15;cb
7833;7834;USA;Female;59;37.71;cb
7834;7835;USA;Male;56;45.88;cb
7835;7836;USA;Female;52;84.07;cash
7836;7837;USA;Female;31;106.56;cb
7837;7838;France;Female;42;74.22;paypal
7838;7839;France;Male;23;130.16;cb
7839;7840;France;Male;29;100.32;cash
7840;7841;France;Female;54;61.95;cash
7841;7842;USA;Male;60;34.53;paypal
7842;7843;USA;Female;40;83.07;cash
7843;7844;France;Female;37;72.92;cb
7844;7845;France;Female;27;104.27;cb
7845;7846;USA;Male;59;22.51;cb
7846;7847;USA;Female;60;32.5;cb
7847;7848;USA;Female;16;95.57;paypal
7848;7849;USA;Female;19;93.61;cb
7849;7850;France;Female;53;129.62;cb
7850;7851;France;Female;39;43.72;cb
7851;7852;France;Male;36;85.0;cash
7852;7853;France;Female;57;35.44;paypal
7853;7854;France;Male;31;20.73;paypal
7854;7855;USA;Female;26;114.5;cash
7855;7856;USA;Female;53;126.37;cash
7856;7857;France;Female;39;94.78;paypal
7857;7858;France;Male;53;129.65;cash
7858;7859;France;Female;52;110.71;paypal
7859;7860;USA;Female;46;116.06;paypal
7860;7861;France;Female;29;53.82;cash
7861;7862;USA;Male;47;72.65;cb
7862;7863;USA;Female;58;138.37;cb
7863;7864;France;Male;37;114.93;paypal
7864;7865;France;Female;52;75.41;cb
7865;7866;France;Female;52;63.83;paypal
7866;7867;USA;Female;43;65.28;cash
7867;7868;USA;Male;32;22.24;cb
7868;7869;USA;Female;30;94.74;cash
7869;7870;France;Female;35;90.45;cb
7870;7871;France;Male;46;34.25;cb
7871;7872;France;Male;31;22.81;cb
7872;7873;USA;Male;37;46.77;paypal
7873;7874;France;Male;22;47.01;cb
7874;7875;France;Female;53;78.54;cash
7875;7876;France;Female;42;77.19;paypal
7876;7877;USA;Male;47;47.28;cash
7877;7878;USA;Male;37;52.76;cash
7878;7879;France;Female;36;125.52;cash
7879;7880;USA;Female;17;85.9;cash
7880;7881;France;Male;22;100.54;cash
7881;7882;USA;Female;20;81.56;cb
7882;7883;France;Female;57;102.19;cash
7883;7884;USA;Male;32;86.42;paypal
7884;7885;France;Male;49;59.02;cash
7885;7886;USA;Female;33;74.57;cb
7886;7887;France;Female;34;109.42;cash
7887;7888;France;Female;22;54.48;paypal
7888;7889;France;Male;29;145.82;cash
7889;7890;France;Female;32;102.21;cb
7890;7891;France;Male;60;35.04;paypal
7891;7892;USA;Male;60;31.85;paypal
7892;7893;USA;Male;45;68.87;cash
7893;7894;USA;Female;26;145.11;paypal
7894;7895;USA;Female;16;124.17;cash
7895;7896;France;Female;20;122.83;paypal
7896;7897;USA;Male;33;56.52;cash
7897;7898;USA;Male;31;24.85;cash
7898;7899;France;Female;39;84.38;paypal
7899;7900;USA;Female;44;133.42;cash
7900;7901;USA;Male;34;41.86;cash
7901;7902;USA;Female;24;113.84;cb
7902;7903;USA;Male;19;145.64;cash
7903;7904;USA;Female;22;131.59;cash
7904;7905;France;Female;15;76020.0;cb
7905;7906;France;Male;60;50.54;cash
7906;7907;USA;Male;33;67.53;paypal
7907;7908;France;Female;53;76.61;paypal
7908;7909;France;Female;30;28.83;cb
7909;7910;USA;Male;51;67.16;paypal
7910;7911;USA;Male;56;86.1;paypal
7911;7912;France;Male;47;89.15;cash
7912;7913;USA;Male;31;23.45;cash
7913;7914;France;Female;20;68.55;paypal
7914;7915;USA;Male;48;89.85;cash
7915;7916;France;Male;25;38.69;cash
7916;7917;France;Male;36;41.48;cash
7917;7918;France;Female;51;88.77;cb
7918;7919;France;Male;54;32.18;cash
7919;7920;France;Female;33;52.77;cb
7920;7921;France;Male;42;78.41;cash
7921;7922;France;Female;44;32.85;cash
7922;7923;France;Male;28;145.11;cash
7923;7924;USA;Female;36;105.82;cb
7924;7925;France;Male;21;75.38;cb
7925;7926;France;Female;36;120.46;paypal
7926;7927;USA;Male;38;140.57;cash
7927;7928;France;Male;33;63.05;cb
7928;7929;USA;Male;31;43.52;cb
7929;7930;France;Female;35;125.2;paypal
7930;7931;USA;Male;53;40.07;paypal
7931;7932;France;Female;52;145.96;cb
7932;7933;USA;Female;27;147.98;cash
7933;7934;USA;Male;16;105.86;cb
7934;7935;USA;Female;50;99.05;paypal
7935;7936;USA;Male;47;68.73;paypal
7936;7937;France;Female;24;105.18;cb
7937;7938;USA;Female;52;148.84;cash
7938;7939;France;Male;57;79.41;paypal
7939;7940;USA;Male;30;22.55;cb
7940;7941;USA;Male;53;142.22;cash
7941;7942;USA;Female;17;34.38;cb
7942;7943;USA;Male;60;114.51;cash
7943;7944;France;Male;33;77.72;cash
7944;7945;USA;Female;59;87.05;cash
7945;7946;France;Male;37;129.44;cash
7946;7947;USA;Male;50;66.65;cb
7947;7948;USA;Female;59;54.59;cb
7948;7949;USA;Male;58;114.82;paypal
7949;7950;USA;Male;31;55.15;cb
7950;7951;USA;Male;29;23.18;cash
7951;7952;USA;Male;54;62.27;cb
7952;7953;France;Male;51;101.53;cash
7953;7954;France;Female;20;107.68;cb
7954;7955;USA;Female;54;45.04;cash
7955;7956;France;Female;20;28.47;paypal
7956;7957;USA;Male;53;137.16;cash
7957;7958;USA;Male;48;120.9;cash
7958;7959;France;Female;20;73.76;cash
7959;7960;USA;Female;40;39.12;paypal
7960;7961;France;Female;44;27.03;cash
7961;7962;70.0;Male;49;108.46;cb
7962;7963;USA;Female;15;84.76;cash
7963;7964;France;Female;54;137.49;cash
7964;7965;France;Female;27;48.92;cb
7965;7966;USA;Male;29;119.88;paypal
7966;7967;France;Male;21;123.04;cb
7967;7968;USA;Male;57;74.07;paypal
7968;7969;USA;Female;29;78.52;paypal
7969;7970;USA;Male;25;90.35;cb
7970;7971;USA;Female;37;40.89;cb
7971;7972;France;Female;30;97.75;cash
7972;7973;USA;Male;44;42.39;cash
7973;7974;USA;Female;19;24.36;paypal
7974;7975;France;Female;48;35.19;cb
7975;7976;France;Male;47;48.87;cb
7976;7977;France;Female;54;125.51;cash
7977;7978;France;Male;56;33.58;cb
7978;7979;USA;Female;29;57.36;paypal
7979;7980;France;Female;17;120.61;cash
7980;7981;France;Female;21;124.83;cb
7981;7982000;France;Female;27;31.89;paypal
7982;7983;France;Female;47;129.75;cash
7983;7984;France;Female;35;107.18;cash
7984;7985;USA;Male;15;20.26;
7985;7986;France;Female;17;37.56;paypal
7986;7987;France;Male;41;90.09;cash
7987;7988;USA;Male;15;110.35;cb
7988;7989;France;Male;55;125.07;cash
7989;7990;France;Male;23;66.38;paypal
7990;7991;USA;Male;30;92.4;cb
7991;7992;USA;Female;28;113.31;cb
7992;7993;USA;Male;42;42.82;paypal
7993;7994;USA;Male;50;62.63;cash
7994;7995;France;Female;16;38.18;paypal
7995;7996;USA;Male;25;52.1;cash
7996;7997;France;Female;38;115.47;cash
7997;7998;70.0;Female;15;91.19;paypal
7998;7999;USA;Female;54;147.47;cash
7999;8000;USA;Male;42;48.76;cash
8000;8001;France;Male;49;46.55;cb
8001;8002;France;Female;40;62.68;cb
8002;8003;France;Female;23;87.93;paypal
8003;8004;France;Female;16;59.55;cash
8004;8005;USA;Male;42;78.68;cb
8005;8006;USA;Female;16;56.84;cash
8006;8007;France;Male;36;45.02;cb
8007;8008;France;Female;58;93.51;cb
8008;8009;USA;Male;55;107.22;cb
8009;8010;USA;Female;18;83.1;paypal
8010;8011;USA;Female;28;50.1;cash
8011;8012;France;Female;42;23.69;cb
8012;8013;France;Male;21;133.45;cb
8013;8014;France;Male;40;108.91;paypal
8014;8015;France;Male;32;130.07;cash
8015;8016;USA;Female;47;87.94;cash
8016;8017;USA;Female;56;89.61;cash
8017;8018;USA;Female;39;139.71;cb
8018;8019;France;Male;22;111.1;cash
8019;8020;USA;Male;18;96.31;paypal
8020;8021;USA;Male;28;107.89;cb
8021;8022;France;Female;47;58.02;paypal
8022;8023;France;Female;37;132.01;cash
8023;8024;France;Female;50;80.16;cb
8024;8025;USA;Female;38;42.44;cash
8025;8026;USA;Female;27;105.95;paypal
8026;8027;USA;Male;34;111.46;cb
8027;8028;France;Male;15;125.56;paypal
8028;8029;USA;Female;29;25.8;paypal
8029;8030;France;Female;19;31.83;cash
8030;8031;USA;Female;40;146.48;cash
8031;8032;USA;Female;22;118.15;paypal
8032;8033;USA;Female;17;144.9;cb
8033;8034;USA;Male;21;131.45;cash
8034;8035;France;Male;50;127.62;paypal
8035;8036;France;Female;54;149.09;paypal
8036;8037;France;Female;58;30.5;paypal
8037;8038;USA;Male;42;52.45;cb
8038;8039;USA;Male;44;149.76;cb
8039;8040000;France;Female;37;108.28;cash
8040;8041;USA;Female;40;91.25;paypal
8041;8042;France;Male;26;65.73;cb
8042;8043;USA;Female;18;30.75;paypal
8043;8044;France;Female;37;98.63;cash
8044;8045;France;Male;21;37.43;paypal
8045;8046;USA;Male;53;113.41;cash
8046;8047;France;Female;45;31.44;paypal
8047;8048;USA;Male;55;101.28;cash
8048;8049;France;Male;53;91.39;cash
8049;8050;USA;Male;36;70.11;cash
8050;8051;France;Male;49;46.67;cash
8051;8052;USA;Female;52;60.04;paypal
8052;8053;USA;Female;19;133.1;paypal
8053;8054;USA;Male;36;127.58;cash
8054;8055;France;Male;41;106.41;cash
8055;8056;France;Male;60;22.35;cb
8056;8057;USA;Male;34;92.71;cash
8057;8058;France;Female;60;120.38;cb
8058;8059;France;Male;28;122.7;paypal
8059;8060;France;Male;47;131.24;paypal
8060;8061;USA;Female;25;145.61;cb
8061;8062;France;Female;45;25.91;paypal
8062;8063;USA;Female;51;73.37;paypal
8063;8064;France;Female;25;33.16;paypal
8064;8065;France;Male;41;75.66;cb
8065;8066;France;Female;51;68.17;cb
8066;8067;USA;Female;26;49.78;paypal
8067;8068;USA;Male;35;117.13;cb
8068;8069;USA;Male;47;29.16;cb
8069;8070;France;Male;41;86.79;cash
8070;8071;France;Female;56;142.21;paypal
8071;8072;USA;Male;43;114.12;paypal
8072;8073;France;Female;33;112.68;cash
8073;8074;70.0;Male;31;93.15;paypal
8074;8075;USA;Female;20;141.57;cb
8075;8076;USA;Female;15;102.86;cash
8076;8077;France;Male;40;123.49;cash
8077;8078;USA;Male;31;105.99;cash
8078;8079;USA;Female;24;77.77;cash
8079;8080;USA;Male;30;94.37;cash
8080;8081;France;Male;27;131.78;cash
8081;8082;USA;Male;58;82.37;paypal
8082;8083;USA;Male;55;39.48;cash
8083;8084;USA;Male;58;102.35;paypal
8084;8085;USA;Male;25;55.04;cash
8085;8086;France;Female;52;52.21;cb
8086;8087;France;Male;46;142.81;cash
8087;8088;France;Male;38;24.72;paypal
8088;8089;USA;Male;15;101.49;paypal
8089;8090;USA;Male;30;41.55;cb
8090;8091;USA;Male;48;98.69;paypal
8091;8092;USA;Male;41;141.2;cb
8092;8093;USA;Female;16;121.94;cb
8093;8094;USA;Male;16;55.81;cash
8094;8095;USA;Male;54;128.0;cash
8095;8096;USA;Male;44;116.69;cb
8096;8097;USA;Male;27;70.6;cash
8097;8098;France;Male;40;70.02;paypal
8098;8099;USA;Male;37;100.89;cash
8099;8100;France;Female;21;124.73;cash
8100;8101;France;Female;17;94.87;cash
8101;8102;France;Male;55;111.65;cb
8102;8103;USA;Male;31;119.11;cb
8103;8104;France;Female;18;88.0;cash
